Filename,Epsilon,Mu,Sigma,TanD,TanDFreq,EpsInfinity,DispModelEps,DispCoeff1Eps,DispCoeff2Eps,UseGeneralDispersionEps,ThermalConductivity,ThermalConductivityX,ThermalConductivityY,ThermalConductivityZ,HeatCapacity,ThermalExpansionRate,Emissivity,YoungsModulus,PoissonsRatio,Rho
Air (CHT).mtd,1.00059,1.0,0.0,0.0,0.0,N/A,None,N/A,N/A,False,0.026,N/A,N/A,N/A,1.005,N/A,0.0,N/A,N/A,1.204
Air.mtd,1.00059,1.0,N/A,0.0,0.0,N/A,None,N/A,N/A,False,0.026,N/A,N/A,N/A,1.005,N/A,N/A,N/A,N/A,1.204
Alumina (96%) (loss free).mtd,9.4,1.0,N/A,0.0,0.0,N/A,None,N/A,N/A,False,25,N/A,N/A,N/A,0.88,7,N/A,300,0.22,3800.0
Alumina (96%) (lossy).mtd,9.4,1.0,N/A,0.0004,1.0,N/A,None,N/A,N/A,False,25,N/A,N/A,N/A,0.88,7,N/A,300,0.22,3800.0
Alumina (99.5%) (loss free).mtd,9.9,1.0,N/A,0.0,0.0,N/A,None,N/A,N/A,False,30,N/A,N/A,N/A,0.88,7.9,N/A,370,0.22,3900.0
Alumina (99.5%) (lossy).mtd,9.9,1.0,N/A,0.0001,1.0,N/A,None,N/A,N/A,False,30,N/A,N/A,N/A,0.88,7.9,N/A,370,0.22,3900.0
Aluminum Nitride (loss free).mtd,8.6,1.0,N/A,0.0,0.0,N/A,None,N/A,N/A,False,200,N/A,N/A,N/A,0.74,3.9,N/A,308,0.22,3260.0
Aluminum Nitride (lossy).mtd,8.6,1.0,N/A,0.0003,1.0,N/A,None,N/A,N/A,False,200,N/A,N/A,N/A,0.74,3.9,N/A,308,0.22,3260.0
Aluminum.mtd,1,1.0,3.56e+007,0.0,0.0,N/A,None,N/A,N/A,False,237.0,N/A,N/A,N/A,0.9,23,N/A,69,0.33,2700.0
Arlon AD 1000 (loss free).mtd,10.2,1.0,N/A,0.0,0.0,N/A,None,N/A,N/A,False,0.645,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0.0
Arlon AD 1000 (lossy).mtd,10.2,1.0,N/A,0.0023,10.0,N/A,None,N/A,N/A,False,0.645,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0.0
Arlon AD 250C (loss free).mtd,2.5,1.0,N/A,0.0,0.0,N/A,None,N/A,N/A,False,0.235,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0.0
Arlon AD 250C (lossy).mtd,2.5,1.0,N/A,0.0013,10.0,N/A,None,N/A,N/A,False,0.235,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0.0
Arlon AD 255C (loss free).mtd,2.6,1.0,N/A,0.0,0.0,N/A,None,N/A,N/A,False,0.235,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0.0
Arlon AD 255C (lossy).mtd,2.6,1.0,N/A,0.0014,10.0,N/A,None,N/A,N/A,False,0.235,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0.0
Arlon AD 260A (loss free).mtd,2.6,1.0,N/A,0.0,0.0,N/A,None,N/A,N/A,False,0.235,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0.0
Arlon AD 260A (lossy).mtd,2.6,1.0,N/A,0.0017,10.0,N/A,None,N/A,N/A,False,0.235,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0.0
Arlon AD 300C (loss free).mtd,2.98,1.0,N/A,0.0,0.0,N/A,None,N/A,N/A,False,0.235,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0.0
Arlon AD 300C (lossy).mtd,2.98,1.0,N/A,0.002,10.0,N/A,None,N/A,N/A,False,0.235,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0.0
Arlon AD 300D (loss free).mtd,2.98,1.0,N/A,0.0,0.0,N/A,None,N/A,N/A,False,0.235,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0.0
Arlon AD 300D (lossy).mtd,2.98,1.0,N/A,0.002,10.0,N/A,None,N/A,N/A,False,0.235,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0.0
Arlon AD 320A (loss free).mtd,3.2,1.0,N/A,0.0,0.0,N/A,None,N/A,N/A,False,0.235,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0.0
Arlon AD 320A (lossy).mtd,3.2,1.0,N/A,0.0032,10.0,N/A,None,N/A,N/A,False,0.235,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0.0
Arlon AD 350A (loss free).mtd,3.5,1.0,N/A,0.0,0.0,N/A,None,N/A,N/A,False,0.235,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0.0
Arlon AD 350A (lossy).mtd,3.5,1.0,N/A,0.003,10.0,N/A,None,N/A,N/A,False,0.235,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0.0
Arlon AD 410 (loss free).mtd,4.1,1.0,N/A,0.0,0.0,N/A,None,N/A,N/A,False,0.46,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0.0
Arlon AD 410 (lossy).mtd,4.1,1.0,N/A,0.003,10.0,N/A,None,N/A,N/A,False,0.46,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0.0
Arlon AD 430 (loss free).mtd,4.3,1.0,N/A,0.0,0.0,N/A,None,N/A,N/A,False,0.46,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0.0
Arlon AD 430 (lossy).mtd,4.3,1.0,N/A,0.003,10.0,N/A,None,N/A,N/A,False,0.46,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0.0
Arlon AD 450 (loss free).mtd,4.5,1.0,N/A,0.0,0.0,N/A,None,N/A,N/A,False,0.38,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0.0
Arlon AD 450 (lossy).mtd,4.5,1.0,N/A,0.0035,10.0,N/A,None,N/A,N/A,False,0.38,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0.0
Arlon AD 600 (loss free).mtd,6.15,1.0,N/A,0.0,0.0,N/A,None,N/A,N/A,False,0.46,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0.0
Arlon AD 600 (lossy).mtd,6.15,1.0,N/A,0.003,10.0,N/A,None,N/A,N/A,False,0.46,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0.0
Arlon CLTE (loss free).mtd,2.98,1.0,N/A,0.0,0.0,N/A,None,N/A,N/A,False,0.5,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0.0
Arlon CLTE (lossy).mtd,2.98,1.0,N/A,0.0023,10.0,N/A,None,N/A,N/A,False,0.5,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0.0
Arlon CLTE-AT (loss free).mtd,3.0,1.0,N/A,0.0,0.0,N/A,None,N/A,N/A,False,0.5,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0.0
Arlon CLTE-AT (lossy).mtd,3.0,1.0,N/A,0.0013,10.0,N/A,None,N/A,N/A,False,0.5,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0.0
Arlon CLTE-XT (loss free).mtd,2.94,1.0,N/A,0.0,0.0,N/A,None,N/A,N/A,False,0.5,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0.0
Arlon CLTE-XT (lossy).mtd,2.94,1.0,N/A,0.0012,10.0,N/A,None,N/A,N/A,False,0.5,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0.0
Arlon CuClad 217 (loss free).mtd,2.2,1.0,N/A,0.0,0.0,N/A,None,N/A,N/A,False,0.261,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0.0
Arlon CuClad 217 (lossy).mtd,2.2,1.0,N/A,0.0009,10.0,N/A,None,N/A,N/A,False,0.261,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0.0
Arlon CuClad 233 (loss free).mtd,2.33,1.0,N/A,0.0,0.0,N/A,None,N/A,N/A,False,0.258,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0.0
Arlon CuClad 233 (lossy).mtd,2.33,1.0,N/A,0.0013,10.0,N/A,None,N/A,N/A,False,0.258,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0.0
Arlon CuClad 250 (loss free).mtd,2.5,1.0,N/A,0.0,0.0,N/A,None,N/A,N/A,False,0.254,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0.0
Arlon CuClad 250 (lossy).mtd,2.5,1.0,N/A,0.0017,1.0,N/A,None,N/A,N/A,False,0.254,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0.0
Arlon DiClad 527 (loss free).mtd,2.5,1.0,N/A,0.0,0.0,N/A,None,N/A,N/A,False,0.254,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0.0
Arlon DiClad 527 (lossy).mtd,2.5,1.0,N/A,0.0017,10.0,N/A,None,N/A,N/A,False,0.254,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0.0
Arlon DiClad 870 (loss free).mtd,2.33,1.0,N/A,0.0,0.0,N/A,None,N/A,N/A,False,0.257,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0.0
Arlon DiClad 870 (lossy).mtd,2.33,1.0,N/A,0.0013,10.0,N/A,None,N/A,N/A,False,0.257,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0.0
Arlon DiClad 880 (loss free).mtd,2.2,1.0,N/A,0.0,0.0,N/A,None,N/A,N/A,False,0.261,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0.0
Arlon DiClad 880 (lossy).mtd,2.2,1.0,N/A,0.0009,10.0,N/A,None,N/A,N/A,False,0.261,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0.0
Arlon IsoClad 917 (loss free).mtd,2.17,1.0,N/A,0.0,0.0,N/A,None,N/A,N/A,False,0.263,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0.0
Arlon IsoClad 917 (lossy).mtd,2.17,1.0,N/A,0.0013,10.0,N/A,None,N/A,N/A,False,0.263,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0.0
Arlon IsoClad 933 (loss free).mtd,2.33,1.0,N/A,0.0,0.0,N/A,None,N/A,N/A,False,0.263,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0.0
Arlon IsoClad 933 (lossy).mtd,2.33,1.0,N/A,0.0016,10.0,N/A,None,N/A,N/A,False,0.263,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0.0
Beryllia (99.5%) (loss free).mtd,6.5,1.0,N/A,0.0,0.0,N/A,None,N/A,N/A,False,330,N/A,N/A,N/A,1,7,N/A,345,0.26,2850.0
Beryllia (99.5%) (lossy).mtd,6.5,1.0,N/A,0.0004,10.0,N/A,None,N/A,N/A,False,330,N/A,N/A,N/A,1,7,N/A,345,0.26,2850.0
Brass (65%).mtd,1,1.0,N/A,0.0,0.0,N/A,None,N/A,N/A,False,109,N/A,N/A,N/A,0.38,20,N/A,102,0.343,8500.0
Brass (91%).mtd,1,1.0,N/A,0.0,0.0,N/A,None,N/A,N/A,False,109,N/A,N/A,N/A,0.38,20,N/A,102,0.343,8500.0
Carbon dioxide (20C 1atm) (CHT).mtd,1,1,0,0.0,0.0,N/A,None,N/A,N/A,False,0.016242,N/A,N/A,N/A,0.84606,N/A,0,N/A,N/A,1.8393
Carbon monoxide (20C 1atm) (CHT).mtd,1,1,0,0.0,0.0,N/A,None,N/A,N/A,False,0.026135,N/A,N/A,N/A,1.0421,N/A,0,N/A,N/A,1.1649
Chromium.mtd,1,1,N/A,0.0,0.0,N/A,None,N/A,N/A,False,69,N/A,N/A,N/A,0.46,N/A,N/A,N/A,N/A,7190
Concrete (forty years old).mtd,1,1,N/A,0.0,0.0,N/A,None,N/A,N/A,True,1.7,N/A,N/A,N/A,0.8,13,N/A,30,0.2,2400
Concrete (one year old).mtd,1,1,N/A,0.0,0.0,N/A,None,N/A,N/A,True,1.7,N/A,N/A,N/A,0.8,13,N/A,30,0.2,2400
Copper (annealed).mtd,1,1.0,N/A,0.0,0.0,N/A,None,N/A,N/A,False,401.0,N/A,N/A,N/A,0.39,17,N/A,120,0.33,8930.0
Copper (pure).mtd,1,1.0,5.96e+007,0.0,0.0,N/A,None,N/A,N/A,False,401.0,N/A,N/A,N/A,0.39,17,N/A,120,0.33,8930.0
Diamond.mtd,5.68,1.0,N/A,0.0,0.0,N/A,None,N/A,N/A,False,2000,N/A,N/A,N/A,0.5,N/A,N/A,N/A,N/A,3510.0
Epoxy resin.mtd,4,1,N/A,0.0,0.0,N/A,None,N/A,N/A,False,0.2,N/A,N/A,N/A,N/A,N/A,N/A,13,0.45,1500
Ethylene glycol (20C) (CHT).mtd,1,1,0,0.0,0.0,N/A,None,N/A,N/A,False,0.249,N/A,N/A,N/A,2.38,N/A,0,N/A,N/A,1116.65
FR-4 (loss free).mtd,4.3,1.0,N/A,0.0,0.0,N/A,None,N/A,N/A,False,0.3,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0.0
FR-4 (lossy - thermal anisotropic).mtd,4.3,1.0,N/A,0.025,10.0,N/A,None,N/A,N/A,False,N/A,0.81,0.81,0.3,0.6,N/A,N/A,N/A,N/A,0.0
FR-4 (lossy).mtd,4.3,1.0,N/A,0.025,10.0,N/A,None,N/A,N/A,False,0.3,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0.0
G-10 (loss free).mtd,4.8,1.0,N/A,0.0,0.0,N/A,None,N/A,N/A,False,0.3,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0.0
G-10 (lossy).mtd,4.8,1.0,N/A,0.025,1.0,N/A,None,N/A,N/A,False,0.3,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0.0
Gallium Arsenide (loss free).mtd,12.94,1.0,N/A,0.0,0.0,N/A,None,N/A,N/A,False,54,N/A,N/A,N/A,0.33,5.8,N/A,85,0.31,5320.0
Gallium Arsenide (lossy).mtd,12.94,1.0,N/A,0.006,10.0,N/A,None,N/A,N/A,False,54,N/A,N/A,N/A,0.33,5.8,N/A,85,0.31,5320.0
Glycerin.mtd,50,1,N/A,0.0,0.0,N/A,None,N/A,N/A,False,0.294,N/A,N/A,N/A,2.4,N/A,N/A,N/A,N/A,1260
Gold.mtd,1,1.0,4.561e+007,0.0,0.0,N/A,None,N/A,N/A,False,314.0,N/A,N/A,N/A,0.13,14,N/A,78,0.42,19320.0
